V1,V2,V3,V4,V5,V7,V8,V9,V10,FAE,Order,Condition,Q1,Q2,Q3,Q17,Q18,Q19_1,Q19_2,Q19_3,Q19_4,Q20,Q21,Q22_1,Q22_2,Q22_3,Q22_4,Q23,Q24,Q25_1,Q25_2,Q25_3,Q25_4,Q26,Q27,Q28_1,Q28_2,Q28_3,Q28_4,Q4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q7,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q10,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q13,Q14,Q15_1,Q15_2,Q15_3,Q15_4,Q29,Q30,Q32,DV_1,Gender,Gender_TEXT,Age,Ethnicity,Ethnicity_TEXT,Religion,Religion_TEXT,Q37,Q38,Q46,Q48,Q50,Q52,Q54,Q56,Q58,Q60,Q62,Q58,Q60,Q62,Q64,Q66,Q68,Q70,Q72,Q74,Q76,Q78,Q80,Q82,Q84,Q86,Q88,Q90,Q92,Q94,Q96,Q98,Q100,Q102,Q104,Q106,Q108,Q110,Q112,Q114,Q64,Q66,Q68,Q40,Q41,Q42,Q43,Q83,LocationLatitude,LocationLongitude,LocationAccuracy
R_2QR68jTlehQcKoR,Default Response Set,Anonymous,,,0,11/21/16 19:36,11/21/16 19:46,1,Anti,FAE First,Control,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,40.88,0,1,1,0,0,37.851,0,1,1,0,0,33.638,0,1,1,0,0,33.686,0,1,3,1,100,1,,18,1,,1,,1,2,,,,2,3,2,6,3,3,1,5,6,3,2,5,4,6,1,2,2,2,3,2,1,6,3,3,6,5,3,2,4,1,2,2,4,3,1,1,1,1,Yes,The sudden introduction of questions about the government was a little strange.,How people perceive systems as separate parts and a whole comprised of different parts.,Don't call it an essay (it is only a paragraph)? That is a minor adjustment though.,1,38.08880615,-78.55919647,-1
R_3qRdYKX9OkypdOF,Default Response Set,Anonymous,,,0,11/21/16 20:32,11/21/16 20:46,1,Anti,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,32.42,32.42,33.194,1,1,1,3.96,3.96,32.23,1,1,1,49.331,50.027,51.003,2,1,1,4.607,4.607,38.232,1,1,2,1,20,1,,19,1,,8,,1,3,,,,6,6,3,2,2,4,1,6,6,6,6,6,6,6,1,2,2,2,2,3,1,5,3,6,6,6,7,4,3,1,6,7,6,6,6,1,1,1,Yes,No,Unknown,No,1,38.08880615,-78.55919647,-1
R_3GCduwRUW5LhU4i,Default Response Set,Anonymous,,,0,11/21/16 20:34,11/21/16 20:50,1,Pro,FAE Second,Analytic,1,1,1,1,1,10.906,11.802,33.789,2,1,1,0,0,32.997,0,1,1,0,0,31.858,0,1,1,0,0,32.912,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,100,2,,18,3,,10,,1,3,1,1,1,1,2,5,2,3,2,1,6,7,7,6,6,6,7,1,2,3,3,2,3,1,5,6,2,3,5,5,5,2,1,6,5,6,6,6,,,,yes,no,the power an iindividual has in intelligence/success,A free response for people to explain why they are for or against affirmative action,1,37.9875946,-78.6085968,-1
R_Xz7FCgzd9cTjIat,Default Response Set,Anonymous,,,0,11/21/16 20:43,11/21/16 21:01,1,Anti,FAE Second,Control,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,189.054,189.054,189.51,1,1,1,0,0,42.951,0,1,1,0,0,39.162,0,1,1,4.367,12.97,48.315,6,1,1,1,100,2,,18,5,,3,,1,3,,,,6,6,2,5,3,3,1,6,6,3,3,4,4,3,1,3,1,2,2,1,1,3,1,4,5,2,5,3,2,1,3,3,3,2,3,1,1,1,yes,sort of,not sure ,no,1,38.08880615,-78.55919647,-1
R_2OHmenixRNk2h6d,Default Response Set,Anonymous,,,0,11/22/16 1:16,11/22/16 1:25,1,Pro,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3.739,15.878,32.432,6,1,1,0,0,32.806,0,1,1,39.121,39.802,41.254,2,1,1,0,0,35.047,0,1,2,1,0,1,,18,1,,11,,1,3,1,1,1,4,4,4,6,6,5,1,4,6,3,2,6,6,6,1,1,1,1,1,1,1,2,1,2,3,2,1,1,2,1,3,2,3,2,2,,,,yes,no,no clue,nope,1,38.08880615,-78.55919647,-1
R_2SiZViokq7v99bZ,Default Response Set,Anonymous,,,0,11/22/16 7:41,11/22/16 7:51,1,Anti,FAE Second,Analytic,1,1,1,1,1,0,0,33.222,0,1,1,0,0,43.604,0,1,1,0,0,37.112,0,1,1,0,0,33.231,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,17,2,,18,1,,12,Episcopalian ,1,3,,,,5,5,2,7,5,4,1,7,3,1,2,5,2,3,1,2,2,3,2,1,1,2,2,2,3,2,2,2,2,1,2,2,2,1,1,1,1,1,yes,the 4 photos at the beginning,nothing,no,1,38.08880615,-78.55919647,-1
R_XBvDy95AOaZUHOV,Default Response Set,Anonymous,,,0,11/22/16 8:17,11/22/16 8:27,1,Pro,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,41.498,0,1,1,0,0,34.202,0,1,1,0,0,33.728,0,1,1,0,0,32.547,0,1,2,1,60,2,,19,1,,2,,1,3,1,1,1,4,4,2,4,6,5,1,5,6,3,3,6,5,3,1,2,2,2,2,2,1,3,2,5,5,3,5,3,5,1,2,4,2,4,3,,,,Yes,I don't see how the mini studies relate,No idea ,No,1,40.95289612,-73.80930328,-1
R_3RlqN9UhWUVrzVg,Default Response Set,Anonymous,,,0,11/22/16 9:27,11/22/16 9:35,1,Pro,FAE First,Analytic,1,1,1,1,1,0,0,35.75,0,1,1,0,0,33.293,0,1,1,0,0,32.602,0,1,1,0,0,32.556,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,2,,20,1,,11,,1,3,1,1,1,3,3,3,2,6,3,1,5,6,4,5,6,5,6,1,3,2,2,3,4,1,5,6,6,6,5,6,3,6,1,3,3,3,4,5,,,,yes,the statue mini-study seems strange,"Maybe looking at ""The Thinker"" is supposed to incite deeper thought?",no,1,37.9875946,-78.6085968,-1
R_1JUBdfksX62RMYo,Default Response Set,Anonymous,,,0,11/22/16 10:40,11/22/16 10:50,1,Anti,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,13.846,32.145,33.667,2,1,1,11.534,25.362,34.199,2,1,1,7.22,7.22,33.817,1,1,1,0,0,33.145,0,1,2,1,50,2,,21,2,,2,,1,3,,,,2,2,6,2,6,5,1,7,7,7,7,7,7,7,1,2,2,2,2,2,1,5,5,5,4,6,5,6,4,1,6,5,5,5,4,1,1,1,Yes,No,?,none,1,38.08880615,-78.55919647,-1
R_2R253lnSWFeJfMA,Default Response Set,Anonymous,,,0,11/22/16 11:38,11/22/16 11:45,1,Anti,FAE Second,Analytic,1,1,1,1,1,0,0,33.991,0,1,1,0,0,41.946,0,1,1,0,0,35.089,0,1,1,0,0,31.914,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,29,2,,19,1,,1,,1,3,,,,4,4,3,3,5,3,1,5,5,5,3,6,4,6,1,2,2,3,5,3,1,5,5,6,5,5,4,3,5,1,5,6,6,5,6,1,1,1,yes,the essay and the pictures,i do not know,no,1,38.08880615,-78.55919647,-1
R_2OUb0JT2y1oVuP6,Default Response Set,Anonymous,,,0,11/22/16 13:28,11/22/16 13:36,1,Anti,FAE Second,Analytic,1,1,2,1,1,0,0,33.349,0,1,1,0,0,33.068,0,1,1,0,0,52.551,0,1,1,0,0,45.766,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,50,2,,19,6,,11,,1,3,,,,2,3,4,6,5,3,1,4,6,5,2,2,6,6,1,3,2,2,2,2,1,2,1,5,3,2,5,2,3,1,3,5,3,2,2,1,1,1,yes,no,,,1,37.9539032,-78.35839844,-1
R_3JeDURkbceX3iQj,Default Response Set,Anonymous,,,0,11/22/16 11:13,11/22/16 13:50,1,Pro,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,33.724,0,1,1,8533.746,8534.22,8538.534,2,1,1,0,0,33.377,0,1,1,0,0,59.143,0,1,2,1,100,2,,19,8,,4,,1,3,1,1,1,2,3,2,2,2,3,1,3,6,6,5,6,6,6,1,3,2,3,3,2,1,3,2,4,5,5,5,4,4,1,4,5,5,5,5,,,,yes,no,not sure,no,1,39.0039978,-77.30310059,-1
R_1fdSqr6jH97FZtG,Default Response Set,Anonymous,,,0,11/22/16 13:40,11/22/16 13:50,1,Pro,FAE First,Control,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,37.675,37.675,39.83,1,1,1,0,0,33.137,0,1,1,0,0,33.519,0,1,1,0,0,32.803,0,1,1,1,81,2,,18,5,,10,,1,3,1,1,1,5,3,5,2,6,4,1,7,7,6,6,7,7,7,1,3,1,1,3,3,1,6,5,7,7,6,6,4,6,1,7,5,4,6,6,,,,yes,"what was the purpose of those 4 pictures? didn't ask anything during that ""mini-study""",a lot of religions care about charity which could be linked to affirmative action/government programs ensuring that others are doing alright,,1,38.78509521,-77.28659821,-1
R_2EtJiYbAzWGq67V,Default Response Set,Anonymous,,,0,11/22/16 13:53,11/22/16 14:01,1,Anti,FAE First,Analytic,1,1,1,1,1,0,0,36.387,0,1,1,0,0,33.238,0,1,1,0,0,40.143,0,1,1,0,0,32.252,0,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,68,2,,18,2,,5,,1,2,,,,3,2,2,2,6,3,1,7,7,5,4,7,3,7,1,3,2,2,2,2,1,2,3,6,6,7,7,2,5,1,4,4,4,1,4,1,1,1,yes,not really,how different angles can make people think differently,not really,1,38.03289795,-78.51370239,-1
R_1hL3qOyo952NR5h,Default Response Set,Anonymous,,,0,11/22/16 14:10,11/22/16 14:25,1,Pro,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,70.037,0,1,1,41.374,41.374,41.725,1,1,1,0,0,70.273,0,1,1,86.928,86.928,87.321,1,1,2,1,71,1,,18,1,,1,,1,3,1,1,1,4,5,5,6,6,4,1,2,3,2,2,3,2,3,1,2,2,2,2,2,1,3,2,2,2,2,2,2,2,1,3,4,3,2,2,,,,Yes,Yes,Don't know,no,1,38.08880615,-78.55919647,-1
R_1Q9j9Ik2HC97h4y,Default Response Set,Anonymous,,,0,11/22/16 14:55,11/22/16 15:03,1,Pro,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,34.116,0,1,1,0,0,32.37,0,1,1,0,0,46.962,0,1,1,0,0,34.144,0,1,2,1,4,1,,18,2,,11,,1,3,1,1,1,2,3,3,3,3,4,1,4,5,4,3,6,3,6,1,2,2,2,2,2,1,3,3,4,4,4,4,4,5,1,4,4,4,3,4,,,,yes,yes,nothing,no,1,39.01800537,-77.53900146,-1
R_2zTkboEhESk54va,Default Response Set,Anonymous,,,0,11/22/16 17:49,11/22/16 18:05,1,Pro,FAE First,Control,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,47.78,0,1,1,0,0,34.885,0,1,1,0,0,40.557,0,1,1,0,0,69.529,0,1,2,1,30,1,,18,1,,8,,1,1,1,1,1,4,3,2,3,6,3,1,6,6,6,6,6,4,3,1,3,2,3,5,2,1,3,5,5,5,5,2,2,2,1,4,5,4,3,4,,,,yes,no,not sure,no,1,38.08880615,-78.55919647,-1
R_7QKhj9ylFnv8WbL,Default Response Set,Anonymous,,,0,11/22/16 21:01,11/22/16 21:07,1,Anti,FAE First,Analytic,1,1,1,1,1,0,0,32.753,0,1,1,0,0,39.541,0,1,1,0,0,32.293,0,1,1,0,0,35.87,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,100,1,,19,7,,1,,1,1,,,,4,2,2,3,4,3,1,4,4,4,4,4,4,4,1,4,4,4,4,4,1,1,1,2,6,6,7,2,2,1,3,2,2,6,5,1,1,1,Yes,No,I don't know,No,1,38.82090759,-77.28910065,-1
R_3m3lbHHNsKPSNIQ,Default Response Set,Anonymous,,,0,11/23/16 8:32,11/23/16 8:40,1,Anti,FAE First,Analytic,1,1,1,1,1,0,0,35.947,0,1,1,0,0,33.227,0,1,1,0,0,35.585,0,1,1,0,0,36.234,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,90,1,,19,5,,6,,1,3,,,,6,6,5,3,6,3,1,5,7,4,5,5,6,7,1,3,2,2,3,2,1,5,5,2,2,3,3,3,3,1,5,5,5,5,5,1,1,1,Yes,No,None,None,1,36.82789612,-76.48000336,-1
R_3gY4eCB3UlTI2qE,Default Response Set,Anonymous,,,0,11/23/16 8:37,11/23/16 8:46,1,Pro,FAE Second,Control,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,34.439,34.439,35.2,1,1,1,0,0,34.762,0,1,1,0,0,32.123,0,1,1,0,0,36.646,0,1,1,1,100,2,,18,3,,1,,1,3,1,1,1,2,2,5,2,2,5,1,7,7,3,6,7,7,7,1,5,2,2,2,2,1,3,3,7,3,2,2,2,2,1,2,2,3,2,4,,,,Yes,No,People from different backgrounds have different views on things,No,1,38.08880615,-78.55919647,-1
R_1QLdXiV7fyfVq4d,Default Response Set,Anonymous,,,0,11/23/16 9:54,11/23/16 10:04,1,Anti,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,37.516,0,1,1,33.518,33.518,34.742,1,1,1,0,0,34.429,0,1,1,0,0,33.348,0,1,2,1,51,2,,19,6,,5,,1,3,,,,5,2,3,3,6,4,1,5,6,3,5,5,5,5,1,3,6,5,3,3,1,3,5,6,3,5,6,3,2,1,4,6,3,2,5,1,1,1,yes,no,Not quite sure,none ,1,38.86050415,-77.26300049,-1
R_29npEmTbGvmqIui,Default Response Set,Anonymous,,,0,11/23/16 9:59,11/23/16 10:07,1,Pro,FAE Second,Analytic,1,1,2,1,1,0,0,32.15,0,1,1,0,0,32.929,0,1,1,0,0,211.655,0,1,1,0,0,32.666,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,49,1,,18,5,,4,,1,3,1,1,1,3,4,3,2,2,2,1,2,3,4,4,4,2,3,1,5,3,5,3,2,1,5,4,3,3,5,3,3,4,1,3,4,4,3,3,,,,yes,no,i honestly dont know,so far so good,1,39.01800537,-77.53900146,-1
R_3NLrSiKPXQnswLW,Default Response Set,Anonymous,,,0,11/23/16 12:55,11/23/16 13:14,1,Anti,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,107.811,0,1,1,0,0,98.884,0,1,1,0,0,54.241,0,1,1,0,0,55.035,0,1,2,1,100,1,,18,1,,1,,1,3,,,,2,2,1,7,3,3,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,no,yes,I have no clue,"I cannot think of any, no.",1,37.21409607,-80.0625,-1
R_5yX23ReSQf9MCHv,Default Response Set,Anonymous,,,0,11/23/16 13:06,11/23/16 13:21,1,Pro,FAE Second,Analytic,1,1,1,1,1,0,0,37.279,0,1,1,0,0,34.151,0,1,1,0,0,33.724,0,1,1,0,0,36.412,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,30,2,,19,1,,11,,1,3,1,1,1,2,2,3,3,5,3,1,7,6,3,4,6,6,7,1,3,2,2,2,2,1,3,3,6,5,4,5,6,3,1,5,5,5,6,6,,,,yes,The first study did not include interaction from the subject.,Sex-based inequality,,1,38.32049561,-77.41130066,-1
R_RekLRIkhyFCMAgx,Default Response Set,Anonymous,,,0,11/23/16 10:50,11/23/16 14:12,1,Pro,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,20.246,20.246,47.43,1,1,1,0,0,32.945,0,1,1,0,0,32.443,0,1,1,0,0,34.1,0,1,2,1,95,1,,18,3,,10,,1,3,1,1,1,5,5,6,5,6,4,1,6,5,3,3,5,6,7,1,2,1,2,1,2,1,3,6,5,5,6,5,2,5,1,3,4,2,3,3,,,,yes,yes,one was a distractor?,,1,38.75909424,-77.0951004,-1
R_3fpADhWb5C9dnHz,Default Response Set,Anonymous,,,0,11/23/16 16:03,11/23/16 16:19,1,Anti,FAE Second,Analytic,1,1,1,1,1,34.498,34.498,36.131,1,1,1,0,0,32.44,0,1,1,0,0,35.805,0,1,1,0,0,285.035,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,20,1,,19,1,,2,,1,3,,,,5,2,1,7,3,4,1,1,1,1,1,5,4,6,1,1,1,1,1,1,1,3,1,1,4,1,5,1,1,1,3,2,1,1,1,1,1,1,y,n,"Priming the mind for thought by showing pictures of the classic ""thinker"", then asking a very controversial question",n,1,37.35400391,-76.74669647,-1
R_1C3jR0P1gFLLgf5,Default Response Set,Anonymous,,,0,11/23/16 16:12,11/23/16 16:21,1,Anti,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,34.192,0,1,1,0,0,32.521,0,1,1,0,0,33.755,0,1,1,0,0,33.808,0,1,2,1,78,2,,18,1,,2,,1,3,,,,6,7,2,2,3,4,1,4,6,3,6,5,6,6,1,2,1,2,2,3,1,3,3,4,3,2,5,3,5,1,5,5,3,2,3,1,1,1,yes,no,competition ,no,1,38.74049377,-77.56210327,-1
R_3k5FkGYFkDQb6OQ,Default Response Set,Anonymous,,,0,11/23/16 18:43,11/23/16 18:56,1,Pro,FAE First,Analytic,1,1,1,1,1,0,0,39.368,0,1,1,0,0,38.698,0,1,1,0,0,33.722,0,1,1,0,0,37.629,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,100,2,,18,2,,2,,1,3,1,1,1,3,3,5,1,5,3,1,7,7,7,7,7,6,7,1,4,4,5,4,3,1,6,4,7,4,6,3,5,6,1,5,5,5,4,4,,,,Yes,"Yes, the questions about government are very general. ",Looking at things from multiple perspectives.,,1,36.95179749,-79.85919952,-1
R_1QFSU43B3Ll7rho,Default Response Set,Anonymous,,,0,11/23/16 18:45,11/23/16 19:14,1,Pro,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,40.835,0,1,1,0,0,52.157,0,1,1,0,0,46.12,0,1,1,0,0,47.755,0,1,2,1,25,2,,18,1,,11,,1,3,1,1,1,5,5,5,2,6,4,1,5,5,5,5,7,5,7,1,3,4,5,4,2,1,7,5,7,7,6,6,5,6,1,4,6,5,5,5,,,,Yes,Yes,Maybe somehow viewing the art and putting in information about yourself will change your view on affirmative action somehow.,No,1,38.90390015,-77.29530334,-1
R_C3nJDMkhyU1qsUh,Default Response Set,Anonymous,,,0,11/23/16 19:10,11/23/16 19:18,1,Anti,FAE Second,Analytic,1,1,1,1,1,0,0,34.401,0,1,1,0,0,33.202,0,1,1,0,0,31.445,0,1,1,0,0,31.713,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,95,2,,18,1,,1,,1,3,,,,2,2,2,6,6,5,1,6,6,1,1,7,6,6,1,1,1,1,1,1,1,3,3,5,5,5,5,1,2,1,1,1,1,1,1,1,1,1,yes,no,?,no,1,37.13000488,-76.45030212,-1
R_3iwEuW4OUAtrUtm,Default Response Set,Anonymous,,,0,11/23/16 19:10,11/23/16 19:24,1,Anti,FAE First,Analytic,1,1,1,1,1,0,0,35.94,0,1,1,0,0,35.129,0,1,1,0,0,32.867,0,1,1,0,0,34.518,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,100,2,,20,1,,2,,1,3,,,,6,6,2,5,5,3,1,3,3,2,2,4,2,4,1,4,2,3,2,4,1,4,3,4,4,4,3,3,2,1,4,4,4,3,4,1,1,1,Yes,That I was shown pictures of a statue and now I'm answering questions about affirmative action ,Not much,,1,38.58299255,-77.31580353,-1
R_2QsTPkaZvGzcvH9,Default Response Set,Anonymous,,,0,11/24/16 12:15,11/24/16 12:27,1,Pro,FAE Second,Control,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,41.406,44.352,44.89,3,1,1,0,0,32.776,0,1,1,0,0,32.121,0,1,1,0,0,35.598,0,1,1,1,1,2,,22,6,,11,,1,1,1,1,1,5,5,5,6,6,4,1,5,2,2,2,6,3,6,1,1,2,2,2,1,1,2,2,3,5,3,4,2,3,1,4,5,3,5,5,,,,Yes,Yes - I'm not sure why I looked at pictures for 30 seconds each,To determine if I am socially and politically liberal,N/A,1,38.88839722,-77.18090057,-1
R_2vi7Rx97L01XWoI,Default Response Set,Anonymous,,,0,11/24/16 12:50,11/24/16 13:12,1,Pro,FAE First,Analytic,1,1,1,1,1,0,0,38.287,0,1,1,0,0,43.826,0,1,1,0,0,35.905,0,1,1,0,0,35.592,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,1,,18,1,,11,,1,3,1,1,1,5,6,2,1,6,4,1,6,6,6,6,6,6,6,1,4,3,4,4,2,1,4,4,6,5,6,6,6,6,1,6,6,6,6,6,,,,Yes,The pictures seem random,"The relationship is that they provide different perspectives on things, and then your own perspective.",No suggestions.,1,38.93449402,-77.05960083,-1
R_3MorYAeBC0mz0GO,Default Response Set,Anonymous,,,0,11/24/16 14:28,11/24/16 14:42,1,Anti,FAE Second,Control,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4.383,45.207,47.073,3,1,1,5.355,5.355,33.489,1,1,1,0,0,33.8,0,1,1,0,0,33.613,0,1,3,1,81,2,,18,3,,12,Baptist,1,1,,,,5,3,6,7,3,5,1,4,7,4,6,7,7,7,1,3,2,2,2,5,1,6,5,7,6,5,7,7,7,1,5,6,5,3,6,1,1,1,I guess,I wasn't able to read the paper,"memory, focus on a single issue",,1,37.44869995,-79.23829651,-1
R_2TRUjOJ6GUofTzP,Default Response Set,Anonymous,,,0,11/24/16 18:01,11/24/16 18:14,1,Anti,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,32.534,49.051,54.658,3,1,1,0,0,37.324,0,1,1,40.96,40.96,54.081,1,1,1,35.144,35.144,35.953,1,1,2,1,31,1,,21,1,,1,,1,3,,,,2,2,2,3,6,4,1,5,5,3,5,6,5,5,1,3,2,1,2,2,1,5,5,6,6,6,5,5,6,1,5,6,6,5,5,1,1,1,sure,the random element of the studies,i can't discern tehm,no,1,37.75630188,-77.48880005,-1
R_3koBpy4JdEdiChO,Default Response Set,Anonymous,,,0,11/24/16 19:50,11/24/16 20:04,1,Pro,FAE Second,Analytic,1,1,1,1,1,0,0,33.031,0,1,1,0,0,32.62,0,1,1,43.405,44.26,45.312,3,1,1,0,0,48.307,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,5,1,,18,1,,11,,1,3,1,1,1,2,2,2,1,3,2,1,7,7,7,6,7,7,7,1,2,1,2,2,1,1,5,4,7,7,7,7,6,7,1,6,4,6,7,4,,,,Yes,Yes,"B and C were connected so B was to get background information on the participant such as race, then their opinion on affirmative action. Not sure what the purpose of A was.",NA,1,38.08880615,-78.55919647,-1
R_3PjItajFDVmCqH0,Default Response Set,Anonymous,,,0,11/24/16 20:31,11/24/16 21:50,1,Pro,FAE Second,Analytic,1,1,1,1,1,13.908,14.544,44.532,2,1,1,0,0,1857.154,0,1,1,0,0,32.298,0,1,1,85.335,85.775,86.381,2,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,49,1,,18,1,,11,,1,2,1,1,1,4,4,4,5,3,4,1,2,4,4,3,3,3,3,1,2,5,4,4,2,1,3,3,5,4,3,3,3,3,1,2,3,3,4,5,,,,yes,no,nothing,no,1,40.72140503,-74.00520325,-1
R_1LLL6RYCI2fzebA,Default Response Set,Anonymous,,,0,11/25/16 11:06,11/25/16 11:15,1,Anti,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,44.299,0,1,1,0,0,99.086,0,1,1,0,0,34.148,0,1,1,0,0,32.863,0,1,2,1,80,1,,21,1,,1,,1,3,,,,5,6,1,6,3,3,1,1,7,1,2,3,6,7,1,2,2,2,2,1,1,2,2,6,6,3,4,3,3,1,3,5,2,2,3,1,1,1,Yes,No,Human Nature,,1,37.34829712,-79.15709686,-1
R_snwuNH2CdEUnisV,Default Response Set,Anonymous,,,0,11/25/16 11:09,11/25/16 11:18,1,Anti,FAE Second,Analytic,1,1,1,1,1,8.215,8.215,38.992,1,1,1,0,0,37.842,0,1,1,5.598,5.598,33.03,1,1,1,7.049,7.049,35.611,1,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,91,2,,18,1,,1,,1,3,,,,5,5,6,5,5,3,1,5,5,3,3,6,5,6,1,2,2,2,3,2,1,3,3,4,5,3,5,5,5,1,3,5,3,3,4,1,1,1,yes,no,none,no,1,38.84750366,-75.79319763,-1
R_1dbml3WYUu6Pq7x,Default Response Set,Anonymous,,,0,11/25/16 13:25,11/25/16 13:40,1,Pro,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,41.382,0,1,1,0,0,55.563,0,1,1,0,0,59.621,0,1,1,0,0,33.856,0,1,2,1,100,2,,19,7,,1,,1,3,1,1,1,4,4,5,5,7,5,1,5,6,2,2,6,6,6,1,2,2,3,2,2,1,3,2,3,3,3,3,2,3,1,5,4,4,4,4,,,,yes,the photos,not sure,no,1,39.394104,-76.96949768,-1
R_2YVwS5bFo4J7Okj,Default Response Set,Anonymous,,,0,11/25/16 13:32,11/25/16 13:43,1,Anti,FAE First,Analytic,1,1,1,1,1,0,0,36.718,0,1,1,0,0,33.49,0,1,1,0,0,32.442,0,1,1,0,0,31.52,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,50,2,,18,1,,11,,1,3,,,,5,6,2,3,6,4,1,5,6,3,2,6,2,6,1,1,2,2,2,2,1,6,5,6,6,5,4,5,5,1,3,5,4,5,3,1,1,1,Yes,No,No idea ,No,1,36.88879395,-76.30570221,-1
R_2YfRIfhg02fZ42V,Default Response Set,Anonymous,,,0,11/25/16 14:51,11/25/16 15:02,1,Pro,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,36.706,0,1,1,0,0,35.618,0,1,1,0,0,59.709,0,1,1,0,0,32.512,0,1,2,1,12,1,,18,1,,11,,1,3,1,1,1,6,6,5,6,6,5,1,5,5,3,5,5,4,5,1,1,1,1,2,1,1,2,3,5,3,5,2,2,2,1,3,3,3,5,3,,,,yes,no,not sure.,"wish I could, but no.",1,37.86700439,-122.2400055,-1
R_1daVyqOpsLQWybq,Default Response Set,Anonymous,,,0,11/25/16 15:15,11/25/16 15:29,1,Anti,FAE First,Analytic,1,1,1,1,1,0,0,36.416,0,1,1,33.272,33.272,33.955,1,1,1,0,0,32.397,0,1,1,0,0,34.678,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,20,2,,20,1,,8,,1,3,,,,6,2,5,1,6,5,1,7,7,6,7,7,7,6,1,5,3,3,6,5,1,7,6,7,7,5,7,7,7,1,6,7,6,7,7,1,1,1,yes,yes,no idea,no,1,39.80180359,-75.00800323,-1
R_1oaIIL66VGxCl0f,Default Response Set,Anonymous,,,0,11/25/16 15:29,11/25/16 15:40,1,Pro,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10.869,31.976,33.376,3,1,1,27.276,28.388,31.96,2,1,1,0,0,32.593,0,1,1,0,0,32.49,0,1,2,1,50,2,,20,1,,8,,1,3,1,1,1,2,3,2,2,6,2,1,5,5,2,6,6,6,6,1,1,1,2,2,1,1,2,2,2,5,3,5,3,3,1,5,5,3,4,3,,,,yes,no,Show what you focus on ,seems good,1,38.9499054,-77.22229767,-1
